step,task_id,variant,provider,model,sample_index,maintenance_provider,maintenance_model,pass_bool,token_estimate,cc_average,nesting_depth,function_count,elapsed_seconds,accumulated_score,failure_type,failure_detail
3,incident_desk_spec,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1379,4.0,2,5,10.103,16844.0,none,
1,incident_desk_spec,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,863,4.0,2,2,12.253,3452.0,none,
2,incident_desk_spec,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,958,2.5,2,4,5.549,5847.0,none,
3,incident_desk_spec,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1171,4.25,2,4,6.362,10823.75,none,
1,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1029,9.0,3,1,13.122,9261.0,none,
2,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1286,3.25,2,4,8.121,13440.5,none,
3,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1933,5.0,2,4,12.54,23105.5,none,
1,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1116,8.0,3,1,15.806,8928.0,none,
2,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1331,2.4,2,5,8.026,12122.4,none,
3,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1710,3.4,2,5,9.369,17936.4,none,
1,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1037,7.0,3,1,13.632,7259.0,none,
2,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1275,2.5,2,4,7.59,10446.5,none,
3,incident_desk_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1944,4.75,3,4,12.039,19680.5,none,
1,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1363,15.0,3,1,14.204,20445.0,none,
2,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1558,5.0,3,4,8.523,28235.0,none,
3,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1935,7.0,3,4,10.6,41780.0,none,
1,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1517,15.0,3,1,17.381,22755.0,none,
2,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1648,6.0,2,3,9.368,32643.0,none,
3,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1836,7.0,2,3,10.877,45495.0,none,
1,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1408,12.0,3,1,17.191,16896.0,none,
2,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1562,5.333,2,3,12.175,25226.146,none,
3,inventory_reorder,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1810,6.333,2,3,9.096,36688.876,none,
1,inventory_reorder,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,926,3.667,2,3,13.854,3395.642,none,
2,inventory_reorder,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,987,3.0,2,4,6.304,6356.642,none,
3,inventory_reorder,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1160,4.0,2,4,7.6,10996.642,none,
1,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1048,3.667,2,3,13.342,3843.016,none,
2,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1190,2.5,2,6,7.268,6818.016,none,
3,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1633,3.167,2,6,11.345,11989.727,none,
1,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1090,4.0,2,3,13.354,4360.0,none,
2,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1295,2.667,2,6,12.067,7813.765,none,
3,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1754,3.167,2,6,11.02,13368.683,none,
1,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1099,4.0,2,3,15.773,4396.0,none,
2,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1214,3.0,2,5,7.797,8038.0,none,
3,inventory_reorder,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1606,3.6,2,5,11.488,13819.6,none,
1,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,795,11.0,5,1,10.81,8745.0,none,
2,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,814,4.0,4,3,4.83,12001.0,none,
3,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1051,6.667,4,3,6.871,19008.017,none,
1,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1394,14.0,6,1,12.706,19516.0,none,
2,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1420,7.5,5,2,5.975,30166.0,none,
3,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1692,11.5,5,2,10.656,49624.0,none,
1,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1340,15.0,6,1,13.128,20100.0,none,
2,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1369,6.333,4,3,8.108,28769.877,none,
3,json_path_projection,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1745,9.333,4,3,10.269,45055.962,none,
1,json_path_projection,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,772,6.0,3,2,10.662,4632.0,none,
2,json_path_projection,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,880,3.75,2,4,6.41,7932.0,none,
3,json_path_projection,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1233,5.75,2,4,7.514,15021.75,none,
1,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1308,7.0,4,2,14.023,9156.0,none,
2,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1599,3.167,2,6,8.816,14220.033,none,
3,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,2037,3.857,2,7,14.609,22076.742,none,
1,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1310,9.0,4,2,19.308,11790.0,none,
2,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1625,3.429,2,7,9.213,17362.125,none,
3,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,2114,4.714,3,7,11.168,27327.521,none,
1,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,896,7.5,4,2,12.283,6720.0,none,
2,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1007,3.8,3,5,5.424,10546.6,none,
3,json_path_projection,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1491,4.333,3,6,11.585,17007.103,none,
1,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,807,8.0,2,1,19.597,6456.0,none,
2,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,887,2.75,2,4,5.449,8895.25,none,
3,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1131,3.75,2,4,6.658,13136.5,none,
1,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1013,9.0,3,1,16.623,9117.0,none,
2,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1198,3.0,2,4,7.005,12711.0,none,
3,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1523,4.0,2,4,8.207,18803.0,none,
1,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,804,8.0,2,1,11.045,6432.0,none,
2,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,839,3.333,2,3,8.816,9228.387,none,
3,legacy_invoice_spec,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1019,4.667,2,3,5.507,13984.06,none,
1,legacy_invoice_spec,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,813,8.0,2,1,10.96,6504.0,none,
2,legacy_invoice_spec,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,837,3.333,2,3,4.888,9293.721,none,
3,legacy_invoice_spec,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1033,4.667,2,3,6.676,14114.732,none,
1,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1320,10.0,2,1,12.543,13200.0,none,
2,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1243,3.25,2,4,5.975,17239.75,none,
3,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1331,4.25,2,4,7.088,22896.5,none,
1,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1209,10.0,2,1,12.57,12090.0,none,
2,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1210,3.25,2,4,6.44,16022.5,none,
3,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1614,4.25,2,4,11.263,22882.0,none,
1,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1228,10.0,2,1,12.707,12280.0,none,
2,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1214,3.25,2,4,6.329,16225.5,none,
3,legacy_invoice_spec,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1488,4.25,2,4,9.712,22549.5,none,
1,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1697,10.0,3,1,15.141,16970.0,none,
2,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1748,4.0,3,3,9.232,23962.0,none,
3,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1943,5.0,3,3,9.867,33677.0,none,
1,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1713,10.0,3,1,16.026,17130.0,none,
2,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1716,4.0,2,3,7.506,23994.0,none,
3,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1835,5.333,2,3,9.013,33780.055,none,
1,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1671,11.0,3,1,15.65,18381.0,none,
2,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1712,4.333,3,3,8.452,25799.096,none,
3,log_sessionizer,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1861,5.667,3,3,8.822,36345.383,none,
1,log_sessionizer,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,923,3.25,3,4,14.436,2999.75,none,
2,log_sessionizer,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,999,3.0,2,5,10.3,5996.75,none,
3,log_sessionizer,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,1146,3.8,2,5,6.427,10351.55,none,
1,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1334,5.333,2,3,20.085,7114.222,none,
2,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1445,3.6,2,5,10.185,12316.222,none,
3,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1620,4.0,2,5,8.69,18796.222,none,
1,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1556,4.0,2,4,16.175,6224.0,none,
2,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1767,2.625,2,8,9.378,10862.375,none,
3,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,2335,3.375,3,8,12.606,18743.0,none,
1,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1532,5.0,2,3,15.565,7660.0,none,
2,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1722,2.714,2,7,8.843,12333.508,none,
3,log_sessionizer,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1994,3.0,2,7,10.367,18315.508,none,
1,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,782,11.0,2,1,12.935,8602.0,none,
2,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,847,3.75,2,4,5.969,11778.25,none,
3,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,997,4.5,2,4,8.322,16264.75,none,
1,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,779,11.0,3,1,12.291,8569.0,none,
2,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,810,4.333,2,3,5.287,12078.73,none,
3,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,947,5.333,2,3,5.928,17129.081,none,
1,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,779,11.0,3,1,10.328,8569.0,none,
2,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,805,4.333,2,3,5.1,12057.065,none,
3,nested_json_index,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,939,5.667,2,3,5.637,17378.378,none,
1,nested_json_index,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,726,8.0,2,1,12.886,5808.0,none,
2,nested_json_index,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,786,3.667,2,3,5.621,8690.262,none,
3,nested_json_index,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,988,5.0,2,3,9.553,13630.262,none,
1,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,726,9.0,2,1,10.849,6534.0,none,
2,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,776,4.0,2,3,5.11,9638.0,none,
3,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,965,5.333,2,3,6.92,14784.345,none,
1,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,770,11.0,2,1,10.401,8470.0,none,
2,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,813,4.667,2,3,5.228,12264.271,none,
3,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,983,6.0,2,3,6.183,18162.271,none,
1,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,724,9.0,2,1,10.692,6516.0,none,
2,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,772,4.0,2,3,4.746,9604.0,none,
3,nested_json_index,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,932,5.0,2,3,6.115,14264.0,none,
1,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,661,9.0,5,1,9.901,5949.0,none,
2,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,675,5.0,2,2,4.701,9324.0,none,
3,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,800,6.5,2,2,4.88,14524.0,none,
1,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,679,9.0,5,1,12.849,6111.0,none,
2,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,690,5.5,3,2,7.451,9906.0,none,
3,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,803,7.0,3,2,5.777,15527.0,none,
1,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,699,10.0,4,1,10.48,6990.0,none,
2,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,756,3.25,2,4,5.922,9447.0,none,
3,policy_merge,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,946,4.0,2,4,5.825,13231.0,none,
1,policy_merge,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,605,6.0,3,1,8.932,3630.0,none,
2,policy_merge,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,608,3.5,2,2,4.475,5758.0,none,
3,policy_merge,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,761,5.0,2,2,5.319,9563.0,none,
1,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,738,10.0,3,1,11.635,7380.0,none,
2,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,818,3.5,2,4,6.222,10243.0,none,
3,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1025,4.25,2,4,5.884,14599.25,none,
1,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,862,8.0,5,1,10.659,6896.0,none,
2,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,944,5.0,2,2,5.896,11616.0,none,
3,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1097,6.5,2,2,8.283,18746.5,none,
1,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,744,11.0,3,1,10.005,8184.0,none,
2,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,798,4.0,2,3,6.126,11376.0,none,
3,policy_merge,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,959,5.0,2,3,5.599,16171.0,none,
1,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,628,3.5,1,2,9.372,2198.0,none,
2,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,709,2.25,1,4,4.229,3793.25,none,
3,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,960,3.4,2,5,5.595,7057.25,none,
1,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,628,3.5,1,2,9.391,2198.0,none,
2,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,709,2.25,1,4,4.018,3793.25,none,
3,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,961,3.4,2,5,6.086,7060.65,none,
1,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,630,3.5,1,2,9.52,2205.0,none,
2,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,731,2.25,1,4,4.427,3849.75,none,
3,retry_backoff_schedule,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1003,3.4,2,5,6.208,7259.95,none,
1,retry_backoff_schedule,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,563,3.5,1,2,9.62,1970.5,none,
2,retry_backoff_schedule,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,629,2.667,1,3,4.081,3648.043,none,
3,retry_backoff_schedule,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,859,6.667,2,3,5.574,9374.996,none,
1,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,616,3.5,1,2,10.495,2156.0,none,
2,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,679,2.667,1,3,3.835,3966.893,none,
3,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,928,5.0,2,3,5.581,8606.893,none,
1,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,669,3.5,1,2,10.72,2341.5,none,
2,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,765,2.667,1,3,4.425,4381.755,none,
3,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1036,5.0,2,3,9.959,9561.755,none,
1,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,946,3.5,1,2,11.307,3311.0,none,
2,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1176,2.25,1,4,6.224,5957.0,none,
3,retry_backoff_schedule,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1650,3.4,2,5,10.609,11567.0,none,
1,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,693,1.286,1,6,9.066,891.198,none,
2,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,738,1.25,1,7,19.549,1813.698,none,
3,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,780,1.375,1,7,7.787,2886.198,none,
1,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,693,1.286,1,6,9.778,891.198,none,
2,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,719,1.286,1,6,7.807,1815.832,none,
3,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,741,1.429,1,6,4.019,2874.721,none,
1,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,697,1.286,1,6,10.778,896.342,none,
2,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,742,1.25,1,7,3.896,1823.842,none,
3,retry_state_machine,baseline_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,784,1.375,1,7,4.685,2901.842,none,
1,retry_state_machine,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,711,1.286,1,6,12.825,914.346,none,
2,retry_state_machine,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,736,1.286,1,6,3.618,1860.842,none,
3,retry_state_machine,human_reference,human,expert,0,anthropic,claude-sonnet-4-6,True,758,1.429,1,6,3.957,2944.024,none,
1,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,925,1.286,1,6,11.576,1189.55,none,
2,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1006,1.25,1,7,5.332,2447.05,none,
3,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1079,1.375,1,7,5.794,3930.675,none,
1,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,935,1.286,1,6,12.014,1202.41,none,
2,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1018,1.25,1,7,5.826,2474.91,none,
3,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,1,anthropic,claude-sonnet-4-6,True,1084,1.375,1,7,8.349,3965.41,none,
1,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,925,1.286,1,6,11.068,1189.55,none,
2,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1063,1.222,1,8,5.593,2488.536,none,
3,retry_state_machine,oracle_generation,anthropic,claude-sonnet-4-6,2,anthropic,claude-sonnet-4-6,True,1201,1.444,1,8,5.462,4222.78,none,
1,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1038,11.0,3,1,16.158,11418.0,none,
2,round_robin_scheduler,baseline_generation,anthropic,claude-sonnet-4-6,0,anthropic,claude-sonnet-4-6,True,1348,4.333,2,3,10.598,17258.884,none,
